Date,Visitor/Neutral,PTS,Home/Neutral,PTS
"Mon, Nov 5, 2012",PHX,99,MIA,124
"Mon, Nov 5, 2012",NYK,110,PHI,88
"Mon, Nov 5, 2012",GSW,92,SAC,94
"Mon, Nov 5, 2012",IND,79,SAS,101
"Tue, Nov 6, 2012",ORL,93,CHI,99
"Tue, Nov 6, 2012",DET,97,DEN,109
"Tue, Nov 6, 2012",TOR,88,OKC,108
"Wed, Nov 7, 2012",IND,86,ATL,89
"Wed, Nov 7, 2012",WAS,94,BOS,100
"Wed, Nov 7, 2012",PHX,117,CHA,110
"Wed, Nov 7, 2012",TOR,104,DAL,109
"Wed, Nov 7, 2012",CLE,96,GSW,106
"Wed, Nov 7, 2012",DEN,93,HOU,87
"Wed, Nov 7, 2012",SAS,84,LAC,106
"Wed, Nov 7, 2012",BKN,73,MIA,103
"Wed, Nov 7, 2012",MEM,108,MIL,90
"Wed, Nov 7, 2012",ORL,75,MIN,90
"Wed, Nov 7, 2012",PHI,77,NOH,62
"Wed, Nov 7, 2012",DET,103,SAC,105
"Wed, Nov 7, 2012",LAL,86,UTA,95
"Thu, Nov 8, 2012",OKC,97,CHI,91
"Thu, Nov 8, 2012",LAC,103,POR,90
"Fri, Nov 9, 2012",MIA,95,ATL,89
"Fri, Nov 9, 2012",PHI,106,BOS,100
"Fri, Nov 9, 2012",UTA,84,DEN,104
"Fri, Nov 9, 2012",GSW,77,LAL,101
"Fri, Nov 9, 2012",HOU,85,MEM,93
"Fri, Nov 9, 2012",IND,94,MIN,96
"Fri, Nov 9, 2012",CHA,99,NOH,107
"Fri, Nov 9, 2012",DAL,94,NYK,104
"Fri, Nov 9, 2012",DET,94,OKC,105
"Fri, Nov 9, 2012",BKN,107,ORL,68
"Fri, Nov 9, 2012",CLE,105,PHX,107
"Fri, Nov 9, 2012",SAS,97,SAC,86
"Fri, Nov 9, 2012",MIL,101,WAS,91
"Sat, Nov 10, 2012",DAL,97,CHA,101
"Sat, Nov 10, 2012",MIN,80,CHI,87
"Sat, Nov 10, 2012",DEN,107,GSW,101
"Sat, Nov 10, 2012",DET,82,HOU,96
"Sat, Nov 10, 2012",WAS,85,IND,89
"Sat, Nov 10, 2012",BOS,96,MIL,92
"Sat, Nov 10, 2012",SAS,112,POR,109
"Sat, Nov 10, 2012",PHI,93,TOR,83
"Sat, Nov 10, 2012",PHX,81,UTA,94
"Sun, Nov 11, 2012",ORL,74,BKN,82
"Sun, Nov 11, 2012",ATL,76,LAC,89
"Sun, Nov 11, 2012",SAC,90,LAL,103
"Sun, Nov 11, 2012",MIA,86,MEM,104
"Sun, Nov 11, 2012",CLE,91,OKC,106
"Mon, Nov 12, 2012",BOS,101,CHI,95
"Mon, Nov 12, 2012",MIN,90,DAL,82
"Mon, Nov 12, 2012",OKC,92,DET,90
"Mon, Nov 12, 2012",MIA,113,HOU,110
"Mon, Nov 12, 2012",MIL,105,PHI,96
"Mon, Nov 12, 2012",DEN,100,PHX,110
"Mon, Nov 12, 2012",ATL,95,POR,87
"Mon, Nov 12, 2012",UTA,140,TOR,133
"Tue, Nov 13, 2012",CLE,101,BKN,114
"Tue, Nov 13, 2012",WAS,76,CHA,92
"Tue, Nov 13, 2012",TOR,74,IND,72
"Tue, Nov 13, 2012",SAS,84,LAL,82
"Tue, Nov 13, 2012",NYK,99,ORL,89
"Tue, Nov 13, 2012",POR,103,SAC,86
"Wed, Nov 14, 2012",UTA,93,BOS,98
"Wed, Nov 14, 2012",WAS,101,DAL,107
"Wed, Nov 14, 2012",ATL,88,GSW,92
"Wed, Nov 14, 2012",NOH,96,HOU,100
"Wed, Nov 14, 2012",MIA,100,LAC,107
"Wed, Nov 14, 2012",IND,85,MIL,99
"Wed, Nov 14, 2012",CHA,89,MIN,87
"Wed, Nov 14, 2012",MEM,107,OKC,97
"Wed, Nov 14, 2012",DET,94,PHI,76
"Wed, Nov 14, 2012",CHI,112,PHX,106
"Thu, Nov 15, 2012",BOS,97,BKN,102
"Thu, Nov 15, 2012",MIA,98,DEN,93
"Thu, Nov 15, 2012",NYK,104,SAS,100
"Fri, Nov 16, 2012",ORL,110,DET,106
"Fri, Nov 16, 2012",DAL,83,IND,103
"Fri, Nov 16, 2012",PHX,102,LAL,114
"Fri, Nov 16, 2012",NYK,95,MEM,105
"Fri, Nov 16, 2012",GSW,106,MIN,98
"Fri, Nov 16, 2012",OKC,110,NOH,95
"Fri, Nov 16, 2012",UTA,93,PHI,99
"Fri, Nov 16, 2012",HOU,117,POR,119
"Fri, Nov 16, 2012",ATL,112,SAC,96
"Sat, Nov 17, 2012",TOR,89,BOS,107
"Sat, Nov 17, 2012",MEM,94,CHA,87
"Sat, Nov 17, 2012",DAL,103,CLE,95
"Sat, Nov 17, 2012",CHI,80,LAC,101
"Sat, Nov 17, 2012",NOH,113,MIL,117
"Sat, Nov 17, 2012",MIA,97,PHX,88
"Sat, Nov 17, 2012",DEN,100,SAS,126
"Sat, Nov 17, 2012",UTA,83,WAS,76
"Sun, Nov 18, 2012",BOS,83,DET,103
"Sun, Nov 18, 2012",HOU,108,LAL,119
"Sun, Nov 18, 2012",IND,76,NYK,88
"Sun, Nov 18, 2012",GSW,109,OKC,119
"Sun, Nov 18, 2012",CLE,79,PHI,86
"Sun, Nov 18, 2012",CHI,94,POR,102
"Sun, Nov 18, 2012",BKN,99,SAC,90
"Sun, Nov 18, 2012",ORL,86,TOR,97
"Mon, Nov 19, 2012",ORL,72,ATL,81
"Mon, Nov 19, 2012",MIL,98,CHA,102
"Mon, Nov 19, 2012",GSW,105,DAL,101
"Mon, Nov 19, 2012",DEN,97,MEM,92
"Mon, Nov 19, 2012",LAC,92,SAS,87
"Mon, Nov 19, 2012",HOU,91,UTA,102
"Mon, Nov 19, 2012",IND,96,WAS,89
"Tue, Nov 20, 2012",BKN,90,LAL,95
"Tue, Nov 20, 2012",NYK,102,NOH,80
"Tue, Nov 20, 2012",TOR,98,PHI,106
"Wed, Nov 21, 2012",WAS,100,ATL,101
"Wed, Nov 21, 2012",SAS,112,BOS,100
"Wed, Nov 21, 2012",TOR,97,CHA,98
"Wed, Nov 21, 2012",PHI,83,CLE,92
"Wed, Nov 21, 2012",NYK,111,DAL,114
"Wed, Nov 21, 2012",BKN,93,GSW,102
"Wed, Nov 21, 2012",CHI,89,HOU,93
"Wed, Nov 21, 2012",NOH,107,IND,115
"Wed, Nov 21, 2012",MIL,106,MIA,113
"Wed, Nov 21, 2012",DEN,101,MIN,94
"Wed, Nov 21, 2012",LAC,111,OKC,117
"Wed, Nov 21, 2012",DET,74,ORL,90
"Wed, Nov 21, 2012",POR,87,PHX,114
"Wed, Nov 21, 2012",LAL,97,SAC,113
"Fri, Nov 23, 2012",OKC,100,BOS,108
"Fri, Nov 23, 2012",LAC,76,BKN,86
"Fri, Nov 23, 2012",ATL,101,CHA,91
"Fri, Nov 23, 2012",GSW,91,DEN,102
"Fri, Nov 23, 2012",TOR,90,DET,91
"Fri, Nov 23, 2012",NYK,103,HOU,131
"Fri, Nov 23, 2012",SAS,104,IND,97
"Fri, Nov 23, 2012",LAL,98,MEM,106
"Fri, Nov 23, 2012",CLE,104,ORL,108
"Fri, Nov 23, 2012",NOH,108,PHX,111
"Fri, Nov 23, 2012",MIN,95,POR,103
"Fri, Nov 23, 2012",SAC,102,UTA,104
"Sat, Nov 24, 2012",LAC,93,ATL,104
"Sat, Nov 24, 2012",LAL,115,DAL,89
"Sat, Nov 24, 2012",MIN,85,GSW,96
"Sat, Nov 24, 2012",CLE,108,MIA,110
"Sat, Nov 24, 2012",CHI,93,MIL,86
"Sat, Nov 24, 2012",OKC,116,PHI,109
"Sat, Nov 24, 2012",UTA,97,SAC,108
"Sat, Nov 24, 2012",CHA,108,WAS,106
"Sun, Nov 25, 2012",POR,85,BKN,98
"Sun, Nov 25, 2012",NOH,84,DEN,102
"Sun, Nov 25, 2012",DET,100,NYK,121
"Sun, Nov 25, 2012",BOS,116,ORL,110
"Sun, Nov 25, 2012",PHX,101,PHI,104
"Sun, Nov 25, 2012",SAS,111,TOR,106
"Mon, Nov 26, 2012",NYK,89,BKN,96
"Mon, Nov 26, 2012",MIL,93,CHI,92
"Mon, Nov 26, 2012",POR,101,DET,108
"Mon, Nov 26, 2012",NOH,105,LAC,98
"Mon, Nov 26, 2012",CLE,78,MEM,84
"Mon, Nov 26, 2012",CHA,69,OKC,114
"Mon, Nov 26, 2012",DEN,103,UTA,105
"Mon, Nov 26, 2012",SAS,118,WAS,92
"Tue, Nov 27, 2012",PHX,91,CLE,78
"Tue, Nov 27, 2012",TOR,101,HOU,117
"Tue, Nov 27, 2012",IND,79,LAL,77
"Tue, Nov 27, 2012",DAL,98,PHI,100
"Tue, Nov 27, 2012",MIN,97,SAC,89
"Wed, Nov 28, 2012",CHA,91,ATL,94
"Wed, Nov 28, 2012",BKN,95,BOS,83
"Wed, Nov 28, 2012",DAL,78,CHI,101
"Wed, Nov 28, 2012",PHX,77,DET,117
"Wed, Nov 28, 2012",MIN,95,LAC,101
"Wed, Nov 28, 2012",TOR,82,MEM,103
"Wed, Nov 28, 2012",NYK,102,MIL,88
"Wed, Nov 28, 2012",UTA,96,NOH,84
"Wed, Nov 28, 2012",HOU,98,OKC,120
"Wed, Nov 28, 2012",SAS,110,ORL,89
"Wed, Nov 28, 2012",POR,82,WAS,84
"Thu, Nov 29, 2012",DEN,105,GSW,106
"Thu, Nov 29, 2012",SAS,100,MIA,105
"Fri, Nov 30, 2012",CLE,113,ATL,111
"Fri, Nov 30, 2012",POR,78,BOS,96
"Fri, Nov 30, 2012",PHI,104,CHA,98
"Fri, Nov 30, 2012",DEN,103,LAL,122
"Fri, Nov 30, 2012",DET,78,MEM,90
"Fri, Nov 30, 2012",MIL,85,MIN,95
"Fri, Nov 30, 2012",WAS,87,NYK,108
"Fri, Nov 30, 2012",UTA,94,OKC,106
"Fri, Nov 30, 2012",BKN,98,ORL,86
"Fri, Nov 30, 2012",IND,97,SAC,92
"Fri, Nov 30, 2012",PHX,97,TOR,101
"Sat, Dec 1, 2012",PHI,88,CHI,93
"Sat, Dec 1, 2012",POR,118,CLE,117
"Sat, Dec 1, 2012",DET,77,DAL,92
"Sat, Dec 1, 2012",IND,92,GSW,103
"Sat, Dec 1, 2012",UTA,116,HOU,124
"Sat, Dec 1, 2012",SAC,81,LAC,116
"Sat, Dec 1, 2012",BKN,89,MIA,102
"Sat, Dec 1, 2012",BOS,88,MIL,91
"Sat, Dec 1, 2012",OKC,100,NOH,79
"Sat, Dec 1, 2012",MEM,95,SAS,99
"Sun, Dec 2, 2012",ORL,113,LAL,103
"Sun, Dec 2, 2012",PHX,99,NYK,106
"Mon, Dec 3, 2012",POR,118,CHA,112
"Mon, Dec 3, 2012",TOR,110,DEN,113
"Mon, Dec 3, 2012",CLE,79,DET,89
"Mon, Dec 3, 2012",ORL,102,GSW,94
"Mon, Dec 3, 2012",MIL,81,NOH,102
"Mon, Dec 3, 2012",LAC,105,UTA,104
"Tue, Dec 4, 2012",OKC,117,BKN,111
"Tue, Dec 4, 2012",IND,80,CHI,76
"Tue, Dec 4, 2012",LAL,105,HOU,107
"Tue, Dec 4, 2012",PHX,98,MEM,108
"Tue, Dec 4, 2012",MIN,105,PHI,88
"Tue, Dec 4, 2012",MIA,101,WAS,105
"Wed, Dec 5, 2012",DEN,104,ATL,108
"Wed, Dec 5, 2012",MIN,94,BOS,104
"Wed, Dec 5, 2012",NYK,100,CHA,98
"Wed, Dec 5, 2012",CHI,95,CLE,85
"Wed, Dec 5, 2012",GSW,104,DET,97
"Wed, Dec 5, 2012",POR,92,IND,99
"Wed, Dec 5, 2012",DAL,90,LAC,112
"Wed, Dec 5, 2012",LAL,103,NOH,87
"Wed, Dec 5, 2012",TOR,100,SAC,107
"Wed, Dec 5, 2012",MIL,99,SAS,110
"Wed, Dec 5, 2012",ORL,81,UTA,87
"Thu, Dec 6, 2012",NYK,112,MIA,92
"Thu, Dec 6, 2012",DAL,97,PHX,94
"Fri, Dec 7, 2012",WAS,95,ATL,104
"Fri, Dec 7, 2012",GSW,109,BKN,102
"Fri, Dec 7, 2012",CHI,108,DET,104
"Fri, Dec 7, 2012",DEN,92,IND,89
"Fri, Dec 7, 2012",CHA,93,MIL,108
"Fri, Dec 7, 2012",CLE,73,MIN,91
"Fri, Dec 7, 2012",MEM,96,NOH,89
"Fri, Dec 7, 2012",LAL,108,OKC,114
"Fri, Dec 7, 2012",BOS,94,PHI,95
"Fri, Dec 7, 2012",ORL,82,SAC,91
"Fri, Dec 7, 2012",HOU,92,SAS,114
"Fri, Dec 7, 2012",TOR,99,UTA,131
"Sat, Dec 8, 2012",PHI,79,BOS,92
"Sat, Dec 8, 2012",SAS,132,CHA,102
"Sat, Dec 8, 2012",NYK,85,CHI,93
"Sat, Dec 8, 2012",DET,104,CLE,97
"Sat, Dec 8, 2012",DAL,116,HOU,109
"Sat, Dec 8, 2012",PHX,99,LAC,117
"Sat, Dec 8, 2012",ATL,93,MEM,83
"Sat, Dec 8, 2012",NOH,90,MIA,106
"Sat, Dec 8, 2012",SAC,99,POR,80
"Sat, Dec 8, 2012",GSW,101,WAS,97
"Sun, Dec 9, 2012",MIL,97,BKN,88
"Sun, Dec 9, 2012",TOR,83,LAC,102
"Sun, Dec 9, 2012",UTA,117,LAL,110
"Sun, Dec 9, 2012",DEN,106,NYK,112
"Sun, Dec 9, 2012",IND,93,OKC,104
"Sun, Dec 9, 2012",ORL,98,PHX,90
"Mon, Dec 10, 2012",GSW,104,CHA,96
"Mon, Dec 10, 2012",SAC,96,DAL,119
"Mon, Dec 10, 2012",SAS,134,HOU,126
"Mon, Dec 10, 2012",ATL,92,MIA,101
"Mon, Dec 10, 2012",DET,97,PHI,104
"Mon, Dec 10, 2012",TOR,74,POR,92
"Tue, Dec 11, 2012",NYK,100,BKN,97
"Tue, Dec 11, 2012",LAC,94,CHI,89
"Tue, Dec 11, 2012",LAL,94,CLE,100
"Tue, Dec 11, 2012",DEN,101,DET,94
"Tue, Dec 11, 2012",WAS,77,NOH,70
"Wed, Dec 12, 2012",DAL,115,BOS,117
"Wed, Dec 12, 2012",LAC,100,CHA,94
"Wed, Dec 12, 2012",WAS,93,HOU,99
"Wed, Dec 12, 2012",CLE,81,IND,96
"Wed, Dec 12, 2012",GSW,97,MIA,95
"Wed, Dec 12, 2012",SAC,85,MIL,98
"Wed, Dec 12, 2012",DEN,105,MIN,108
"Wed, Dec 12, 2012",NOH,88,OKC,92
"Wed, Dec 12, 2012",ATL,86,ORL,80
"Wed, Dec 12, 2012",CHI,96,PHI,89
"Wed, Dec 12, 2012",MEM,80,PHX,82
"Wed, Dec 12, 2012",BKN,94,TOR,88
"Wed, Dec 12, 2012",SAS,96,UTA,99
"Thu, Dec 13, 2012",CHA,90,ATL,113
"Thu, Dec 13, 2012",LAL,107,NYK,116
"Thu, Dec 13, 2012",SAS,90,POR,98
"Fri, Dec 14, 2012",DET,105,BKN,107
"Fri, Dec 14, 2012",MIL,90,CLE,86
"Fri, Dec 14, 2012",MEM,94,DEN,99
"Fri, Dec 14, 2012",BOS,89,HOU,101
"Fri, Dec 14, 2012",PHI,85,IND,95
"Fri, Dec 14, 2012",MIN,113,NOH,102
"Fri, Dec 14, 2012",SAC,103,OKC,113
"Fri, Dec 14, 2012",GSW,85,ORL,99
"Fri, Dec 14, 2012",UTA,84,PHX,99
"Fri, Dec 14, 2012",DAL,74,TOR,95
"Fri, Dec 14, 2012",LAL,102,WAS,96
"Sat, Dec 15, 2012",GSW,115,ATL,93
"Sat, Dec 15, 2012",ORL,107,CHA,98
"Sat, Dec 15, 2012",BKN,82,CHI,83
"Sat, Dec 15, 2012",IND,88,DET,77
"Sat, Dec 15, 2012",WAS,72,MIA,102
"Sat, Dec 15, 2012",LAC,111,MIL,85
"Sat, Dec 15, 2012",DAL,106,MIN,114
"Sat, Dec 15, 2012",CLE,102,NYK,103
"Sat, Dec 15, 2012",BOS,88,SAS,103
"Sat, Dec 15, 2012",MEM,99,UTA,86
"Sun, Dec 16, 2012",LAL,111,PHI,98
"Sun, Dec 16, 2012",NOH,94,POR,95
"Sun, Dec 16, 2012",DEN,122,SAC,97
"Sun, Dec 16, 2012",HOU,96,TOR,103
"Mon, Dec 17, 2012",LAC,88,DET,76
"Mon, Dec 17, 2012",CHI,71,MEM,80
"Mon, Dec 17, 2012",HOU,109,NYK,96
"Mon, Dec 17, 2012",SAS,93,OKC,107
"Mon, Dec 17, 2012",MIN,93,ORL,102
"Mon, Dec 17, 2012",SAC,90,PHX,101
"Tue, Dec 18, 2012",UTA,92,BKN,90
"Tue, Dec 18, 2012",BOS,89,CHI,100
"Tue, Dec 18, 2012",TOR,113,CLE,99
"Tue, Dec 18, 2012",PHI,100,DAL,107
"Tue, Dec 18, 2012",SAS,106,DEN,112
"Tue, Dec 18, 2012",NOH,96,GSW,103
"Tue, Dec 18, 2012",CHA,100,LAL,101
"Tue, Dec 18, 2012",MIN,92,MIA,103
"Tue, Dec 18, 2012",IND,93,MIL,98
"Tue, Dec 18, 2012",ATL,100,WAS,95
"Wed, Dec 19, 2012",OKC,100,ATL,92
"Wed, Dec 19, 2012",CLE,91,BOS,103
"Wed, Dec 19, 2012",PHI,103,HOU,125
"Wed, Dec 19, 2012",UTA,84,IND,104
"Wed, Dec 19, 2012",NOH,77,LAC,93
"Wed, Dec 19, 2012",MIL,80,MEM,90
"Wed, Dec 19, 2012",BKN,86,NYK,100
"Wed, Dec 19, 2012",WAS,83,ORL,90
"Wed, Dec 19, 2012",CHA,104,PHX,121
"Wed, Dec 19, 2012",GSW,127,SAC,131
"Wed, Dec 19, 2012",DET,91,TOR,97
"Thu, Dec 20, 2012",MIA,110,DAL,95
"Thu, Dec 20, 2012",OKC,93,MIN,99
"Thu, Dec 20, 2012",DEN,93,POR,101
"Fri, Dec 21, 2012",MIL,99,BOS,94
"Fri, Dec 21, 2012",IND,99,CLE,89
"Fri, Dec 21, 2012",WAS,68,DET,100
"Fri, Dec 21, 2012",CHA,100,GSW,115
"Fri, Dec 21, 2012",SAC,85,LAC,97
"Fri, Dec 21, 2012",DAL,82,MEM,92
"Fri, Dec 21, 2012",CHI,110,NYK,106
"Fri, Dec 21, 2012",ATL,80,PHI,99
"Fri, Dec 21, 2012",NOH,94,SAS,99
"Fri, Dec 21, 2012",ORL,90,TOR,93
"Sat, Dec 22, 2012",CHI,75,ATL,92
"Sat, Dec 22, 2012",CHA,88,DEN,110
"Sat, Dec 22, 2012",LAL,118,GSW,115
"Sat, Dec 22, 2012",MEM,96,HOU,121
"Sat, Dec 22, 2012",UTA,89,MIA,105
"Sat, Dec 22, 2012",CLE,94,MIL,82
"Sat, Dec 22, 2012",IND,81,NOH,75
"Sat, Dec 22, 2012",PHX,93,POR,96
"Sat, Dec 22, 2012",DET,96,WAS,87
"Sun, Dec 23, 2012",PHI,92,BKN,95
"Sun, Dec 23, 2012",MIN,91,NYK,94
"Sun, Dec 23, 2012",UTA,97,ORL,93
"Sun, Dec 23, 2012",LAC,103,PHX,77
"Sun, Dec 23, 2012",POR,96,SAC,108
"Sun, Dec 23, 2012",DAL,91,SAS,129
"Tue, Dec 25, 2012",BOS,93,BKN,76
"Tue, Dec 25, 2012",HOU,120,CHI,97
"Tue, Dec 25, 2012",DEN,100,LAC,112
"Tue, Dec 25, 2012",NYK,94,LAL,100
"Tue, Dec 25, 2012",OKC,97,MIA,103
"Wed, Dec 26, 2012",DET,119,ATL,126
"Wed, Dec 26, 2012",MIA,105,CHA,92
"Wed, Dec 26, 2012",LAL,114,DEN,126
"Wed, Dec 26, 2012",PHI,99,MEM,89
"Wed, Dec 26, 2012",BKN,93,MIL,108
"Wed, Dec 26, 2012",HOU,87,MIN,84
"Wed, Dec 26, 2012",NOH,97,ORL,94
"Wed, Dec 26, 2012",NYK,99,PHX,97
"Wed, Dec 26, 2012",SAC,91,POR,109
"Wed, Dec 26, 2012",TOR,80,SAS,100
"Wed, Dec 26, 2012",GSW,94,UTA,83
"Wed, Dec 26, 2012",CLE,87,WAS,84
"Thu, Dec 27, 2012",BOS,77,LAC,106
"Thu, Dec 27, 2012",DAL,105,OKC,111
"Fri, Dec 28, 2012",CHA,81,BKN,97
"Fri, Dec 28, 2012",ATL,102,CLE,94
"Fri, Dec 28, 2012",DEN,106,DAL,85
"Fri, Dec 28, 2012",MIA,99,DET,109
"Fri, Dec 28, 2012",PHI,89,GSW,96
"Fri, Dec 28, 2012",PHX,91,IND,97
"Fri, Dec 28, 2012",POR,87,LAL,104
"Fri, Dec 28, 2012",TOR,104,NOH,97
"Fri, Dec 28, 2012",NYK,105,SAC,106
"Fri, Dec 28, 2012",HOU,116,SAS,122
"Fri, Dec 28, 2012",LAC,116,UTA,114
"Fri, Dec 28, 2012",ORL,97,WAS,105
"Sat, Dec 29, 2012",IND,100,ATL,109
"Sat, Dec 29, 2012",CLE,100,BKN,103
"Sat, Dec 29, 2012",NOH,98,CHA,95
"Sat, Dec 29, 2012",WAS,77,CHI,87
"Sat, Dec 29, 2012",BOS,83,GSW,101
"Sat, Dec 29, 2012",OKC,124,HOU,94
"Sat, Dec 29, 2012",DEN,72,MEM,81
"Sat, Dec 29, 2012",MIA,85,MIL,104
"Sat, Dec 29, 2012",PHX,107,MIN,111
"Sat, Dec 29, 2012",TOR,123,ORL,88
"Sat, Dec 29, 2012",PHI,85,POR,89
"Sun, Dec 30, 2012",SAS,111,DAL,86
"Sun, Dec 30, 2012",MIL,94,DET,96
"Sun, Dec 30, 2012",UTA,96,LAC,107
"Sun, Dec 30, 2012",BOS,96,SAC,118
"Mon, Dec 31, 2012",CHA,91,CHI,81
"Mon, Dec 31, 2012",ATL,104,HOU,123
"Mon, Dec 31, 2012",MEM,83,IND,88
"Mon, Dec 31, 2012",PHX,96,OKC,114
"Mon, Dec 31, 2012",MIA,112,ORL,110
"Mon, Dec 31, 2012",BKN,73,SAS,104
"Tue, Jan 1, 2013",LAC,78,DEN,92
"Tue, Jan 1, 2013",SAC,97,DET,103
"Tue, Jan 1, 2013",PHI,103,LAL,99
"Tue, Jan 1, 2013",ATL,95,NOH,86
"Tue, Jan 1, 2013",POR,105,NYK,100
"Tue, Jan 1, 2013",DAL,103,WAS,94
"Wed, Jan 2, 2013",MEM,93,BOS,83
"Wed, Jan 2, 2013",SAC,97,CLE,94
"Wed, Jan 2, 2013",LAC,94,GSW,115
"Wed, Jan 2, 2013",NOH,92,HOU,104
"Wed, Jan 2, 2013",WAS,81,IND,89
"Wed, Jan 2, 2013",DAL,109,MIA,119
"Wed, Jan 2, 2013",SAS,117,MIL,110
"Wed, Jan 2, 2013",BKN,110,OKC,93
"Wed, Jan 2, 2013",CHI,96,ORL,94
"Wed, Jan 2, 2013",PHI,89,PHX,95
"Wed, Jan 2, 2013",POR,79,TOR,102
"Wed, Jan 2, 2013",MIN,84,UTA,106
"Thu, Jan 3, 2013",MIN,101,DEN,97
"Thu, Jan 3, 2013",SAS,83,NYK,100
"Fri, Jan 4, 2013",IND,75,BOS,94
"Fri, Jan 4, 2013",CLE,106,CHA,104
"Fri, Jan 4, 2013",ATL,84,DET,85
"Fri, Jan 4, 2013",LAL,102,LAC,107
"Fri, Jan 4, 2013",POR,86,MEM,84
"Fri, Jan 4, 2013",CHI,96,MIA,89
"Fri, Jan 4, 2013",HOU,115,MIL,101
"Fri, Jan 4, 2013",PHI,85,OKC,109
"Fri, Jan 4, 2013",UTA,87,PHX,80
"Fri, Jan 4, 2013",SAC,105,TOR,96
"Fri, Jan 4, 2013",BKN,115,WAS,113
"Sat, Jan 5, 2013",BOS,89,ATL,81
"Sat, Jan 5, 2013",SAC,93,BKN,113
"Sat, Jan 5, 2013",HOU,112,CLE,104
"Sat, Jan 5, 2013",NOH,99,DAL,96
"Sat, Jan 5, 2013",UTA,91,DEN,110
"Sat, Jan 5, 2013",MIL,80,IND,95
"Sat, Jan 5, 2013",GSW,89,LAC,115
"Sat, Jan 5, 2013",POR,102,MIN,97
"Sat, Jan 5, 2013",NYK,114,ORL,106
"Sat, Jan 5, 2013",PHI,86,SAS,109
"Sun, Jan 6, 2013",CHA,108,DET,101
"Sun, Jan 6, 2013",DEN,112,LAL,105
"Sun, Jan 6, 2013",WAS,71,MIA,99
"Sun, Jan 6, 2013",MEM,92,PHX,81
"Sun, Jan 6, 2013",OKC,104,TOR,92
"Mon, Jan 7, 2013",CLE,92,CHI,118
"Mon, Jan 7, 2013",SAS,88,NOH,95
"Mon, Jan 7, 2013",BOS,102,NYK,96
"Mon, Jan 7, 2013",ORL,119,POR,125
"Mon, Jan 7, 2013",MEM,113,SAC,81
"Mon, Jan 7, 2013",DAL,94,UTA,100
"Mon, Jan 7, 2013",OKC,99,WAS,101
"Tue, Jan 8, 2013",LAL,112,HOU,125
"Tue, Jan 8, 2013",MIA,77,IND,87
"Tue, Jan 8, 2013",PHX,99,MIL,108
"Tue, Jan 8, 2013",ATL,103,MIN,108
"Tue, Jan 8, 2013",BKN,109,PHI,89
"Wed, Jan 9, 2013",PHX,79,BOS,87
"Wed, Jan 9, 2013",UTA,112,CHA,102
"Wed, Jan 9, 2013",MIL,104,CHI,96
"Wed, Jan 9, 2013",ATL,83,CLE,99
"Wed, Jan 9, 2013",ORL,105,DEN,108
"Wed, Jan 9, 2013",MEM,94,GSW,87
